9, 0, 17, 0:00:02.038, 4, 9
9, 0, 17, 0:00:12.597, 198, 203
9, 0, 17, 0:00:02.056, 8, 15
9, 0, 17, 0:00:02.897, 22, 27
9, 0, 17, 0:00:13.455, 205, 209
9, 0, 17, 0:00:01.850, 2, 4
9, 0, 17, 0:00:05.636, 77, 81
9, 0, 17, 0:00:08.978, 126, 128
9, 0, 17, 0:00:03.774, 41, 46
9, 0, 17, 0:00:14.198, 148, 149
9, 0, 17, 0:00:01.835, 4, 6
9, 0, 25, 0:00:03.630, 63, 67
9, 0, 21, 0:00:06.026, 74, 78
9, 0, 17, 0:00:17.742, 314, 317
9, 0, 17, 0:00:02.618, 28, 30
9, 0, 17, 0:00:01.910, 6, 8
9, 0, 22, 0:00:02.980, 40, 41
9, 0, 17, 0:00:01.659, 0, 2
9, 0, 23, 0:00:02.264, 13, 14
9, 0, 25, 0:00:02.006, 8, 12
9, 0, 17, 0:00:02.204, 5, 7
9, 0, 24, 0:00:02.237, 14, 16
9, 0, 17, 0:00:02.306, 25, 29
9, 0, 23, 0:00:02.078, 7, 8
9, 0, 23, 0:00:01.957, 16, 22
9, 0, 17, 0:00:14.079, 447, 452
9, 0, 17, 0:00:02.076, 6, 9
9, 0, 17, 0:00:01.656, 0, 1
9, 0, 22, 0:00:01.950, 5, 7
9, 0, 17, 0:00:01.914, 6, 11
9, 0, 21, 0:00:01.848, 9, 13
9, 0, 24, 0:00:02.250, 19, 22
9, 0, 24, 0:00:01.932, 8, 12
9, 0, 17, 0:00:08.230, 130, 131
9, 0, 22, 0:00:03.367, 35, 35
9, 0, 17, 0:00:01.842, 6, 9
9, 0, 17, 0:00:01.873, 6, 10
9, 0, 21, 0:00:01.980, 5, 7
9, 0, 22, 0:00:03.502, 36, 39
9, 0, 24, 0:00:04.119, 62, 66
9, 0, 17, 0:00:09.088, 125, 129
9, 0, 17, 0:00:03.092, 28, 33
9, 0, 24, 0:00:01.730, 2, 4
9, 0, 23, 0:00:01.649, 2, 4
9, 0, 23, 0:00:01.911, 7, 11
9, 0, 17, 0:00:02.421, 21, 24
9, 0, 21, 0:00:01.691, 1, 3
9, 0, 22, 0:00:02.588, 21, 23
9, 0, 17, 0:00:06.092, 75, 77
9, 0, 17, 0:00:02.507, 27, 30
9, 0, 24, 0:00:02.275, 13, 16
9, 0, 22, 0:00:01.880, 7, 9
9, 0, 26, 0:00:01.720, 3, 6
9, 0, 25, 0:00:01.953, 8, 11
9, 0, 23, 0:00:02.371, 20, 23
9, 0, 25, 0:00:03.034, 30, 31
9, 0, 22, 0:00:01.821, 5, 9
9, 0, 23, 0:00:02.463, 21, 25
9, 0, 23, 0:00:02.158, 9, 13
9, 0, 23, 0:00:02.199, 17, 20
9, 0, 23, 0:00:02.052, 9, 12
9, 0, 17, 0:00:02.525, 22, 25
9, 0, 23, 0:00:02.926, 29, 30
9, 0, 22, 0:00:02.589, 18, 19
9, 0, 21, 0:00:01.973, 7, 10
9, 0, 21, 0:00:02.207, 32, 35
9, 0, 17, 0:00:02.318, 16, 20
9, 0, 17, 0:00:03.608, 48, 51
9, 0, 22, 0:00:02.086, 9, 12
9, 0, 23, 0:00:02.180, 14, 19
9, 0, 17, 0:00:08.757, 90, 93
9, 0, 24, 0:00:05.195, 90, 92
9, 0, 17, 0:00:02.993, 26, 31
9, 0, 19, 0:00:01.791, 2, 6
9, 0, 25, 0:00:01.864, 5, 9
9, 0, 19, 0:00:02.087, 11, 14
9, 0, 23, 0:00:02.281, 13, 16
9, 0, 25, 0:00:02.881, 27, 29
9, 0, 17, 0:00:01.949, 7, 12
9, 0, 21, 0:00:04.440, 56, 58
9, 0, 24, 0:00:02.598, 21, 22
9, 0, 25, 0:00:06.777, 159, 161
9, 0, 17, 0:00:04.956, 76, 77
9, 0, 17, 0:00:02.029, 14, 17
9, 0, 23, 0:00:01.863, 6, 8
9, 0, 24, 0:00:01.713, 4, 9
9, 0, 23, 0:00:01.848, 4, 5
9, 0, 24, 0:00:02.694, 25, 28
9, 0, 23, 0:00:03.424, 40, 42
9, 0, 24, 0:00:01.848, 10, 13
9, 0, 23, 0:00:02.304, 20, 22
9, 0, 23, 0:00:01.695, 1, 4
9, 0, 22, 0:00:03.301, 40, 42
9, 0, 23, 0:00:02.085, 9, 11
9, 0, 17, 0:00:02.641, 17, 22
9, 1, 17, 0:47:56.065, 86252, 86284
9, 1, 17, 2:05:41.702, 224074, 224111
9, 1, 17, 0:56:10.474, 102180, 102212
9, 1, 17, 1:44:22.990, 177521, 177553
9, 1, 17, 1:34:10.252, 158189, 158219
9, 1, 17, 0:38:23.749, 81259, 81306
9, 1, 17, 0:14:00.625, 30128, 30136
9, 1, 17, 0:29:01.417, 52077, 52104
9, 1, 17, 0:11:24.446, 23267, 23288
9, 1, 17, 1:00:58.871, 109670, 109727
9, 1, 17, 0:04:21.372, 10555, 10609
9, 1, 25, 0:00:47.413, 2017, 2041
9, 1, 21, 0:10:01.454, 22068, 22095
9, 1, 17, 0:08:17.157, 14825, 14884
9, 1, 17, 0:08:15.511, 17348, 17388
9, 1, 17, 0:06:05.577, 14570, 14613
9, 1, 22, 0:00:31.774, 1103, 1132
9, 1, 17, 0:06:05.322, 11475, 11513
9, 1, 23, 0:00:11.236, 435, 474
9, 1, 25, 0:00:29.467, 1083, 1103
9, 1, 17, 0:26:39.769, 44629, 44685
9, 1, 24, 0:00:21.682, 941, 949
9, 1, 17, 0:02:06.858, 4804, 4842
9, 1, 23, 0:02:04.250, 4698, 4723
9, 1, 23, 0:00:11.729, 563, 570
9, 1, 17, 0:23:17.973, 46402, 46437
9, 1, 17, 0:11:13.431, 24116, 24125
9, 1, 17, 0:01:24.281, 3114, 3139
9, 1, 22, 0:02:18.146, 6073, 6073
9, 1, 17, 0:09:46.419, 20218, 20260
9, 1, 21, 0:02:46.530, 6132, 6150
9, 1, 24, 0:00:33.750, 1334, 1349
9, 1, 24, 0:01:43.523, 4010, 4033
9, 1, 17, 0:18:19.284, 35436, 35494
9, 1, 22, 0:05:30.178, 10567, 10602
9, 1, 17, 0:03:14.997, 8253, 8302
9, 1, 17, 0:04:11.725, 9021, 9074
9, 1, 21, 0:01:02.920, 2310, 2344
9, 1, 22, 0:00:57.166, 1995, 2020
9, 1, 24, 0:00:31.935, 1163, 1209
9, 1, 17, 0:13:17.727, 23578, 23644
9, 1, 17, 0:09:02.574, 19046, 19074
9, 1, 24, 0:00:05.491, 156, 206
9, 1, 23, 0:00:22.032, 752, 789
9, 1, 23, 0:00:11.388, 333, 373
9, 1, 17, 0:01:06.747, 2449, 2460
9, 1, 21, 0:01:18.449, 3037, 3074
9, 1, 22, 0:01:18.158, 3099, 3109
9, 1, 17, 0:21:32.141, 43598, 43617
9, 1, 17, 0:05:06.208, 11964, 11984
9, 1, 24, 0:00:49.357, 2001, 2017
9, 1, 22, 0:01:50.455, 3688, 3714
9, 1, 26, 0:00:47.044, 2084, 2105
9, 1, 25, 0:00:14.051, 467, 497
9, 1, 23, 0:01:08.959, 2894, 2905
9, 1, 25, 0:00:26.000, 942, 949
9, 1, 22, 0:00:34.055, 1237, 1264
9, 1, 23, 0:00:53.219, 2039, 2067
9, 1, 23, 0:01:16.732, 2799, 2810
9, 1, 23, 0:00:28.942, 1175, 1206
9, 1, 23, 0:01:19.962, 3268, 3298
9, 1, 17, 0:04:54.203, 10096, 10143
9, 1, 23, 0:00:27.649, 821, 861
9, 1, 22, 0:00:38.975, 1347, 1374
9, 1, 21, 0:02:48.681, 5317, 5359
9, 1, 21, 0:00:11.228, 418, 440
9, 1, 17, 0:09:56.880, 20678, 20730
9, 1, 17, 0:13:30.008, 26141, 26152
9, 1, 22, 0:01:32.030, 3417, 3424
9, 1, 23, 0:01:23.605, 3426, 3433
9, 1, 17, 1:25:17.506, 158890, 158924
9, 1, 24, 0:00:29.968, 1159, 1185
9, 1, 17, 0:09:24.293, 19687, 19746
9, 1, 19, 0:12:19.510, 22845, 22874
9, 1, 25, 0:00:48.709, 1866, 1872
9, 1, 19, 0:11:34.599, 21354, 21390
9, 1, 23, 0:00:18.037, 620, 651
9, 1, 25, 0:00:18.963, 627, 681
9, 1, 17, 0:09:17.567, 19412, 19433
9, 1, 21, 0:00:22.669, 650, 699
9, 1, 24, 0:02:37.567, 6237, 6279
9, 1, 25, 0:01:11.451, 2909, 2932
9, 1, 17, 0:00:53.846, 1879, 1916
9, 1, 17, 0:00:37.698, 1523, 1559
9, 1, 23, 0:00:27.337, 1123, 1153
9, 1, 24, 0:00:16.486, 707, 717
9, 1, 23, 0:01:29.131, 3638, 3645
9, 1, 24, 0:00:49.086, 1899, 1915
9, 1, 23, 0:01:34.040, 3700, 3701
9, 1, 24, 0:00:16.882, 686, 700
9, 1, 23, 0:01:17.492, 2512, 2536
9, 1, 23, 0:00:32.174, 1217, 1226
9, 1, 22, 0:00:40.621, 1430, 1448
9, 1, 23, 0:00:23.260, 926, 937
9, 1, 17, 1:02:06.712, 102129, 102147
9, 2, 17, 0:00:02.064, 3, 2
9, 2, 17, 0:00:01.891, 3, 2
9, 2, 17, 0:00:01.795, 3, 2
9, 2, 17, 0:00:01.809, 2, 1
9, 2, 17, 0:00:01.708, 2, 1
9, 2, 17, 0:00:01.790, 2, 1
9, 2, 17, 0:00:01.769, 2, 1
9, 2, 17, 0:00:01.688, 2, 1
9, 2, 17, 0:00:01.776, 2, 1
9, 2, 17, 0:00:01.779, 2, 1
9, 2, 17, 0:00:01.761, 2, 1
9, 2, 25, 0:00:01.706, 2, 1
9, 2, 21, 0:00:01.738, 2, 1
9, 2, 17, 0:00:01.798, 2, 1
9, 2, 17, 0:00:01.759, 2, 1
9, 2, 17, 0:00:01.763, 2, 1
9, 2, 22, 0:00:01.717, 2, 1
9, 2, 17, 0:00:01.777, 3, 2
9, 2, 23, 0:00:01.741, 2, 1
9, 2, 25, 0:00:01.705, 2, 1
9, 2, 17, 0:00:01.815, 2, 1
9, 2, 24, 0:00:01.710, 2, 1
9, 2, 17, 0:00:01.748, 2, 1
9, 2, 23, 0:00:01.731, 2, 1
9, 2, 23, 0:00:01.691, 3, 2
9, 2, 17, 0:00:01.791, 2, 1
9, 2, 17, 0:00:01.753, 2, 1
9, 2, 17, 0:00:01.754, 2, 1
9, 2, 22, 0:00:01.767, 2, 1
9, 2, 17, 0:00:01.762, 3, 2
9, 2, 21, 0:00:01.741, 2, 1
9, 2, 24, 0:00:01.699, 2, 1
9, 2, 24, 0:00:01.745, 3, 2
9, 2, 17, 0:00:01.799, 2, 1
9, 2, 22, 0:00:01.730, 2, 1
9, 2, 17, 0:00:01.741, 3, 2
9, 2, 17, 0:00:01.752, 2, 1
9, 2, 21, 0:00:01.734, 2, 1
9, 2, 22, 0:00:01.687, 2, 1
9, 2, 24, 0:00:01.633, 0, 1
9, 2, 17, 0:00:01.784, 3, 2
9, 2, 17, 0:00:01.761, 2, 1
9, 2, 24, 0:00:01.729, 2, 1
9, 2, 23, 0:00:01.718, 2, 1
9, 2, 23, 0:00:01.717, 2, 1
9, 2, 17, 0:00:01.736, 2, 1
9, 2, 21, 0:00:01.762, 2, 1
9, 2, 22, 0:00:01.721, 2, 1
9, 2, 17, 0:00:01.793, 2, 1
9, 2, 17, 0:00:01.740, 2, 1
9, 2, 24, 0:00:01.715, 2, 1
9, 2, 22, 0:00:01.723, 2, 1
9, 2, 26, 0:00:01.707, 2, 1
9, 2, 25, 0:00:01.715, 2, 1
9, 2, 23, 0:00:01.711, 2, 1
9, 2, 25, 0:00:01.725, 2, 1
9, 2, 22, 0:00:01.708, 3, 2
9, 2, 23, 0:00:01.731, 2, 1
9, 2, 23, 0:00:01.742, 2, 1
9, 2, 23, 0:00:01.721, 2, 1
9, 2, 23, 0:00:01.733, 2, 1
9, 2, 17, 0:00:01.756, 2, 1
9, 2, 23, 0:00:01.736, 2, 1
9, 2, 22, 0:00:01.741, 2, 1
9, 2, 21, 0:00:01.768, 2, 1
9, 2, 21, 0:00:01.712, 2, 1
9, 2, 17, 0:00:01.766, 3, 2
9, 2, 17, 0:00:01.786, 2, 1
9, 2, 22, 0:00:01.717, 2, 1
9, 2, 23, 0:00:01.718, 2, 1
9, 2, 17, 0:00:01.787, 2, 1
9, 2, 24, 0:00:01.690, 2, 1
9, 2, 17, 0:00:01.761, 2, 1
9, 2, 19, 0:00:01.740, 2, 1
9, 2, 25, 0:00:01.737, 2, 1
9, 2, 19, 0:00:01.741, 2, 1
9, 2, 23, 0:00:01.720, 2, 1
9, 2, 25, 0:00:01.741, 2, 1
9, 2, 17, 0:00:01.763, 3, 2
9, 2, 21, 0:00:01.748, 3, 2
9, 2, 24, 0:00:01.737, 2, 1
9, 2, 25, 0:00:01.699, 2, 1
9, 2, 17, 0:00:01.768, 2, 1
9, 2, 17, 0:00:01.703, 2, 1
9, 2, 23, 0:00:01.697, 2, 1
9, 2, 24, 0:00:01.688, 2, 1
9, 2, 23, 0:00:01.713, 2, 1
9, 2, 24, 0:00:01.703, 2, 1
9, 2, 23, 0:00:01.722, 2, 1
9, 2, 24, 0:00:01.695, 2, 1
9, 2, 23, 0:00:01.730, 2, 1
9, 2, 23, 0:00:01.721, 2, 1
9, 2, 22, 0:00:01.747, 2, 1
9, 2, 23, 0:00:01.712, 2, 1
9, 2, 17, 0:00:01.798, 3, 2
9, 3, 17, 0:00:01.908, 4, 3
9, 3, 17, 0:00:01.920, 4, 3
9, 3, 17, 0:00:01.966, 4, 3
9, 3, 17, 0:00:01.811, 2, 1
9, 3, 17, 0:00:01.716, 2, 1
9, 3, 17, 0:00:01.793, 2, 1
9, 3, 17, 0:00:01.795, 2, 1
9, 3, 17, 0:00:01.700, 2, 1
9, 3, 17, 0:00:01.768, 2, 1
9, 3, 17, 0:00:01.773, 2, 1
9, 3, 17, 0:00:01.765, 2, 1
9, 3, 25, 0:00:01.705, 2, 1
9, 3, 21, 0:00:01.737, 2, 1
9, 3, 17, 0:00:01.813, 2, 1
9, 3, 17, 0:00:01.769, 2, 1
9, 3, 17, 0:00:01.763, 2, 1
9, 3, 22, 0:00:01.721, 2, 1
9, 3, 17, 0:00:01.908, 4, 3
9, 3, 23, 0:00:01.825, 2, 1
9, 3, 25, 0:00:01.783, 2, 1
9, 3, 17, 0:00:01.818, 2, 1
9, 3, 24, 0:00:01.712, 2, 1
9, 3, 17, 0:00:01.751, 2, 1
9, 3, 23, 0:00:01.745, 2, 1
9, 3, 23, 0:00:01.727, 4, 3
9, 3, 17, 0:00:01.778, 2, 1
9, 3, 17, 0:00:01.745, 2, 1
9, 3, 17, 0:00:01.740, 2, 1
9, 3, 22, 0:00:01.729, 2, 1
9, 3, 17, 0:00:01.890, 4, 3
9, 3, 21, 0:00:01.739, 2, 1
9, 3, 24, 0:00:01.711, 2, 1
9, 3, 24, 0:00:01.813, 4, 3
9, 3, 17, 0:00:01.794, 2, 1
9, 3, 22, 0:00:01.734, 2, 1
9, 3, 17, 0:00:01.823, 4, 3
9, 3, 17, 0:00:01.753, 2, 1
9, 3, 21, 0:00:01.731, 2, 1
9, 3, 22, 0:00:01.692, 2, 1
